DEPARTAMENTO,semana,semana_epi,sumpoblacion,anio_epi,n,Mortalidad
PUNO,03/01/2021,9,1471405,2021,249,16
PUNO,03/08/2021,10,1471405,2021,218,14
PUNO,03/15/2021,11,1471405,2021,225,15
PUNO,03/22/2021,12,1471405,2021,201,13
PUNO,03/29/2021,13,1471405,2021,224,15
PUNO,04/05/2021,14,1471405,2021,246,16
PUNO,04/12/2021,15,1471405,2021,193,13
PUNO,04/19/2021,16,1471405,2021,237,16
PUNO,04/26/2021,17,1471405,2021,277,18
PUNO,05/03/2021,18,1471405,2021,281,19
PUNO,05/10/2021,19,1471405,2021,289,19
PUNO,05/17/2021,20,1471405,2021,253,17
PUNO,05/24/2021,21,1471405,2021,266,18
PUNO,05/31/2021,22,1471405,2021,275,18
PUNO,06/07/2021,23,1471405,2021,258,17
PUNO,06/14/2021,24,1471405,2021,234,15
PUNO,06/21/2021,25,1471405,2021,237,16
PUNO,06/28/2021,26,1471405,2021,199,13
PUNO,07/05/2021,27,1471405,2021,191,12
PUNO,07/12/2021,28,1471405,2021,175,11
PUNO,07/19/2021,29,1471405,2021,178,12
PUNO,07/26/2021,30,1471405,2021,177,12
PUNO,08/02/2021,31,1471405,2021,168,11
PUNO,08/09/2021,32,1471405,2021,152,10
PUNO,08/16/2021,33,1471405,2021,160,10
PUNO,08/23/2021,34,1471405,2021,143,9
PUNO,08/30/2021,35,1471405,2021,146,9
PUNO,09/06/2021,36,1471405,2021,135,9
PUNO,09/13/2021,37,1471405,2021,135,9
PUNO,09/20/2021,38,1471405,2021,146,9
PUNO,09/27/2021,39,1471405,2021,122,8
PUNO,10/04/2021,40,1471405,2021,136,9
PUNO,10/11/2021,41,1471405,2021,130,8
PUNO,10/18/2021,42,1471405,2021,121,8
PUNO,10/25/2021,43,1471405,2021,115,7
PUNO,11/01/2021,44,1471405,2021,115,7
PUNO,11/08/2021,45,1471405,2021,125,8
PUNO,11/15/2021,46,1471405,2021,36,2
SAN MARTIN,01/04/2021,1,884795,2021,61,6
SAN MARTIN,01/11/2021,2,884795,2021,73,8
SAN MARTIN,01/18/2021,3,884795,2021,79,8
SAN MARTIN,01/25/2021,4,884795,2021,80,9
SAN MARTIN,02/01/2021,5,884795,2021,78,8
SAN MARTIN,02/08/2021,6,884795,2021,91,10
SAN MARTIN,02/15/2021,7,884795,2021,86,9
SAN MARTIN,02/22/2021,8,884795,2021,78,8
SAN MARTIN,03/01/2021,9,884795,2021,117,13
SAN MARTIN,03/08/2021,10,884795,2021,104,11
SAN MARTIN,03/15/2021,11,884795,2021,98,11
SAN MARTIN,03/22/2021,12,884795,2021,141,15
SAN MARTIN,03/29/2021,13,884795,2021,159,17
SAN MARTIN,04/05/2021,14,884795,2021,154,17
SAN MARTIN,04/12/2021,15,884795,2021,170,19
SAN MARTIN,04/19/2021,16,884795,2021,186,21
SAN MARTIN,04/26/2021,17,884795,2021,175,19
SAN MARTIN,05/03/2021,18,884795,2021,176,19
SAN MARTIN,05/10/2021,19,884795,2021,137,15
SAN MARTIN,05/17/2021,20,884795,2021,151,17
SAN MARTIN,05/24/2021,21,884795,2021,128,14
SAN MARTIN,05/31/2021,22,884795,2021,114,12
SAN MARTIN,06/07/2021,23,884795,2021,99,11
SAN MARTIN,06/14/2021,24,884795,2021,104,11
SAN MARTIN,06/21/2021,25,884795,2021,83,9
SAN MARTIN,06/28/2021,26,884795,2021,91,10
SAN MARTIN,07/05/2021,27,884795,2021,77,8
SAN MARTIN,07/12/2021,28,884795,2021,87,9
SAN MARTIN,07/19/2021,29,884795,2021,96,10
SAN MARTIN,07/26/2021,30,884795,2021,84,9
SAN MARTIN,08/02/2021,31,884795,2021,86,9
SAN MARTIN,08/09/2021,32,884795,2021,89,10
SAN MARTIN,08/16/2021,33,884795,2021,77,8
SAN MARTIN,08/23/2021,34,884795,2021,91,10
SAN MARTIN,08/30/2021,35,884795,2021,61,6
SAN MARTIN,09/06/2021,36,884795,2021,65,7
SAN MARTIN,09/13/2021,37,884795,2021,65,7
SAN MARTIN,09/20/2021,38,884795,2021,75,8
SAN MARTIN,09/27/2021,39,884795,2021,61,6
SAN MARTIN,10/04/2021,40,884795,2021,69,7
SAN MARTIN,10/11/2021,41,884795,2021,83,9
SAN MARTIN,10/18/2021,42,884795,2021,71,8
SAN MARTIN,10/25/2021,43,884795,2021,70,7
SAN MARTIN,11/01/2021,44,884795,2021,76,8
SAN MARTIN,11/08/2021,45,884795,2021,68,7
SAN MARTIN,11/15/2021,46,884795,2021,19,2
TACNA,01/04/2021,1,358314,2021,31,8
TACNA,01/11/2021,2,358314,2021,53,14
TACNA,01/18/2021,3,358314,2021,62,17
TACNA,01/25/2021,4,358314,2021,90,25
TACNA,02/01/2021,5,358314,2021,114,31
TACNA,02/08/2021,6,358314,2021,92,25
TACNA,02/15/2021,7,358314,2021,97,27
TACNA,02/22/2021,8,358314,2021,92,25
TACNA,03/01/2021,9,358314,2021,86,24
TACNA,03/08/2021,10,358314,2021,61,17
TACNA,03/15/2021,11,358314,2021,40,11
TACNA,03/22/2021,12,358314,2021,43,12
TACNA,03/29/2021,13,358314,2021,39,10
TACNA,04/05/2021,14,358314,2021,49,13
TACNA,04/12/2021,15,358314,2021,41,11
TACNA,04/19/2021,16,358314,2021,37,10
TACNA,04/26/2021,17,358314,2021,38,10
TACNA,05/03/2021,18,358314,2021,52,14
TACNA,05/10/2021,19,358314,2021,44,12
TACNA,05/17/2021,20,358314,2021,56,15
TACNA,05/24/2021,21,358314,2021,44,12
TACNA,05/31/2021,22,358314,2021,57,15
TACNA,06/07/2021,23,358314,2021,56,15
TACNA,06/14/2021,24,358314,2021,54,15
TACNA,06/21/2021,25,358314,2021,54,15
TACNA,06/28/2021,26,358314,2021,46,12
TACNA,07/05/2021,27,358314,2021,59,16
TACNA,07/12/2021,28,358314,2021,43,12
TACNA,07/19/2021,29,358314,2021,36,10
TACNA,07/26/2021,30,358314,2021,30,8
TACNA,08/02/2021,31,358314,2021,38,10
TACNA,08/09/2021,32,358314,2021,41,11
TACNA,08/16/2021,33,358314,2021,28,7
TACNA,08/23/2021,34,358314,2021,23,6
TACNA,08/30/2021,35,358314,2021,31,8
TACNA,09/06/2021,36,358314,2021,23,6
TACNA,09/13/2021,37,358314,2021,32,8
TACNA,09/20/2021,38,358314,2021,22,6
TACNA,09/27/2021,39,358314,2021,25,6
TACNA,10/04/2021,40,358314,2021,29,8
TACNA,10/11/2021,41,358314,2021,31,8
TACNA,10/18/2021,42,358314,2021,19,5
TACNA,10/25/2021,43,358314,2021,24,6
TACNA,11/01/2021,44,358314,2021,27,7
TACNA,11/08/2021,45,358314,2021,21,5
TACNA,11/15/2021,46,358314,2021,11,3
TUMBES,01/04/2021,1,248877,2021,24,9
TUMBES,01/11/2021,2,248877,2021,43,17
TUMBES,01/18/2021,3,248877,2021,30,12
TUMBES,01/25/2021,4,248877,2021,44,17
TUMBES,02/01/2021,5,248877,2021,43,17
TUMBES,02/08/2021,6,248877,2021,45,18
TUMBES,02/15/2021,7,248877,2021,50,20
TUMBES,02/22/2021,8,248877,2021,55,22
TUMBES,03/01/2021,9,248877,2021,51,20
TUMBES,03/08/2021,10,248877,2021,56,22
TUMBES,03/15/2021,11,248877,2021,69,27
TUMBES,03/22/2021,12,248877,2021,55,22
TUMBES,03/29/2021,13,248877,2021,83,33
TUMBES,04/05/2021,14,248877,2021,71,28
TUMBES,04/12/2021,15,248877,2021,64,25
TUMBES,04/19/2021,16,248877,2021,81,32
TUMBES,04/26/2021,17,248877,2021,70,28
TUMBES,05/03/2021,18,248877,2021,47,18
TUMBES,05/10/2021,19,248877,2021,52,20
TUMBES,05/17/2021,20,248877,2021,38,15
TUMBES,05/24/2021,21,248877,2021,48,19
TUMBES,05/31/2021,22,248877,2021,34,13
TUMBES,06/07/2021,23,248877,2021,24,9
TUMBES,06/14/2021,24,248877,2021,38,15
TUMBES,06/21/2021,25,248877,2021,22,8
TUMBES,06/28/2021,26,248877,2021,29,11
TUMBES,07/05/2021,27,248877,2021,25,10
TUMBES,07/12/2021,28,248877,2021,32,12
TUMBES,07/19/2021,29,248877,2021,13,5
TUMBES,07/26/2021,30,248877,2021,21,8
TUMBES,08/02/2021,31,248877,2021,26,10
TUMBES,08/09/2021,32,248877,2021,25,10
TUMBES,08/16/2021,33,248877,2021,23,9
TUMBES,08/23/2021,34,248877,2021,30,12
TUMBES,08/30/2021,35,248877,2021,34,13
TUMBES,09/06/2021,36,248877,2021,25,10
TUMBES,09/13/2021,37,248877,2021,19,7
TUMBES,09/20/2021,38,248877,2021,21,8
TUMBES,09/27/2021,39,248877,2021,22,8
TUMBES,10/04/2021,40,248877,2021,26,10
TUMBES,10/11/2021,41,248877,2021,25,10
TUMBES,10/18/2021,42,248877,2021,14,5
TUMBES,10/25/2021,43,248877,2021,15,6
TUMBES,11/01/2021,44,248877,2021,12,4
TUMBES,11/08/2021,45,248877,2021,20,8
TUMBES,11/15/2021,46,248877,2021,4,1
UCAYALI,01/04/2021,1,518190,2021,53,10
UCAYALI,01/11/2021,2,518190,2021,47,9
UCAYALI,01/18/2021,3,518190,2021,52,10
UCAYALI,01/25/2021,4,518190,2021,64,12
UCAYALI,02/01/2021,5,518190,2021,60,11
UCAYALI,02/08/2021,6,518190,2021,50,9
UCAYALI,02/15/2021,7,518190,2021,83,16
UCAYALI,02/22/2021,8,518190,2021,67,12
UCAYALI,03/01/2021,9,518190,2021,57,10
UCAYALI,03/08/2021,10,518190,2021,75,14
UCAYALI,03/15/2021,11,518190,2021,94,18
UCAYALI,03/22/2021,12,518190,2021,104,20
UCAYALI,03/29/2021,13,518190,2021,127,24
UCAYALI,04/05/2021,14,518190,2021,153,29
UCAYALI,04/12/2021,15,518190,2021,135,26
UCAYALI,04/19/2021,16,518190,2021,102,19
UCAYALI,04/26/2021,17,518190,2021,94,18
UCAYALI,05/03/2021,18,518190,2021,81,15
UCAYALI,05/10/2021,19,518190,2021,65,12
UCAYALI,05/17/2021,20,518190,2021,66,12
UCAYALI,05/24/2021,21,518190,2021,59,11
UCAYALI,05/31/2021,22,518190,2021,67,12
UCAYALI,06/07/2021,23,518190,2021,52,10
UCAYALI,06/14/2021,24,518190,2021,48,9
UCAYALI,06/21/2021,25,518190,2021,48,9
UCAYALI,06/28/2021,26,518190,2021,45,8
UCAYALI,07/05/2021,27,518190,2021,43,8
UCAYALI,07/12/2021,28,518190,2021,42,8
UCAYALI,07/19/2021,29,518190,2021,52,10
UCAYALI,07/26/2021,30,518190,2021,49,9
UCAYALI,08/02/2021,31,518190,2021,37,7
UCAYALI,08/09/2021,32,518190,2021,46,8
UCAYALI,08/16/2021,33,518190,2021,56,10
UCAYALI,08/23/2021,34,518190,2021,63,12
UCAYALI,08/30/2021,35,518190,2021,52,10
UCAYALI,09/06/2021,36,518190,2021,44,8
UCAYALI,09/13/2021,37,518190,2021,42,8
UCAYALI,09/20/2021,38,518190,2021,40,7
UCAYALI,09/27/2021,39,518190,2021,44,8
UCAYALI,10/04/2021,40,518190,2021,48,9
UCAYALI,10/11/2021,41,518190,2021,51,9
UCAYALI,10/18/2021,42,518190,2021,42,8
UCAYALI,10/25/2021,43,518190,2021,52,10
UCAYALI,11/01/2021,44,518190,2021,38,7
UCAYALI,11/08/2021,45,518190,2021,35,6
UCAYALI,11/15/2021,46,518190,2021,17,3
